id,name,sku,variable,category_id
1008,"AGATE, SEIBER",AGT,SBR,TUMBLED STONES
1009,"AGATE, TREE ",AGT,TRE,TUMBLED STONES
1010,"AGATE, TURITELLA",AGT,TRTLA,TUMBLED STONES
1011,"AGATE, VIOLET FLAME",AGT,VLTFLM,TUMBLED STONES
1012,"AGATE, WHITE",AGT,WHT,TUMBLED STONES
1013,AGATIZED CORAL,CRL,AGTZ,TUMBLED STONES
1014,AMAZONITE,AMZ,,TUMBLED STONES
1015,"AMAZONITE, BLUE",AMZ,BLU,TUMBLED STONES
1016,"AMAZONITE, GREEN",AMZ,GRN,TUMBLED STONES
1017,"AMAZONITE, YELLOW",AMZ,YLW,TUMBLED STONES
1018,AMBER,AMB,,TUMBLED STONES
1019,AMETHYST,AMT,,TUMBLED STONES
1020,"AMETHYST, BANDED",AMT,BNDD,TUMBLED STONES
1021,"AMETHYST, CHEVRON",AMT,CHV,TUMBLED STONES
1022,"AMETHYST, DREAM",AMT,DRM,TUMBLED STONES
1023,"AMETHYST, GREEN (PRASIOLITE)",AMT,GRN,TUMBLED STONES
1024,"AMETHYST, PINK",AMT,PNK,TUMBLED STONES
1025,"AMETHYST, PURPLE RAIN",AMT,PRP,TUMBLED STONES
1026,"AMETHYST, SHANGAAN",AMT,SHN,TUMBLED STONES
1027,"AMETHYST, VERA CRUZ ",AMT,VERCRZ,TUMBLED STONES
1028,"AMETHYST, ZEBRA",AMT,ZBR,TUMBLED STONES
1029,AMMONITE ,AMM,,TUMBLED STONES
1030,AMORINITE,AMRNT,,TUMBLED STONES
1031,ANCESTRALITE,ANS,,TUMBLED STONES
1032,ANGEL,ANG,,TUMBLED STONES
1033,ANGEL AURA,ANG,AUR,TUMBLED STONES
1034,ANGELITE,ANGL,,TUMBLED STONES
1035,"ANHYDRITE, PURPLE",ANH,PUR,TUMBLED STONES
1036,ANTHOPHYLLITE WITH BIOTITE,ATHPLT,BITE,TUMBLED STONES
1037,APATITE,APA,,TUMBLED STONES
1038,"APATITE, BLUE",APA,BLU,TUMBLED STONES
1039,"APATITE, GREEN",APA,GRN,TUMBLED STONES
1040,"APATITE, YELLOW",APA,YLO,TUMBLED STONES
1041,APOPHYLLITE,APO,,TUMBLED STONES
1042,AQUAMARINE,AQA,,TUMBLED STONES
1043,"ARAGONITE, BLUE",ARG,BLU,TUMBLED STONES
1044,"ARAGONITE, BROWN",ARG,BRN,TUMBLED STONES
1045,"ARAGONITE, PINK",ARG,PNK,TUMBLED STONES
1046,"ARAGONITE, WHITE",ARG,WHT,TUMBLED STONES
1047,ARFVEDSONITE,ARF,,TUMBLED STONES
1048,ASSORTMENT,ASST,,TUMBLED STONES
1049,ATLANTISITE (SERPENTINE AND STICHTITE),ATL,,TUMBLED STONES
1050,"AURA, SODALITE",AUR,SDLT,TUMBLED STONES
1051,AURALITE,AUR,,TUMBLED STONES
1052,"AVENTURINE, BLUE",AVN,,TUMBLED STONES
1053,"AVENTURINE, GOLDEN",AVN,GLDN,TUMBLED STONES
1054,"AVENTURINE, GREEN",AVN,GRN,TUMBLED STONES
1055,"AVENTURINE, GREEN/QUARTZ",AVN,GRNQTZ,TUMBLED STONES
1056,"AVENTURINE, GREY",AVN,GRY,TUMBLED STONES
1057,"AVENTURINE, HIMALAYAN RED GOLD",AVN,HMRG,TUMBLED STONES
1058,"AVENTURINE, ORANGE",AVN,ORG,TUMBLED STONES
1059,"AVENTURINE, PEACH",AVN,PCH,TUMBLED STONES
1060,"AVENTURINE, RASPBERRY",AVN,RASPB,TUMBLED STONES
1061,"AVENTURINE, RASPBERRY",AVE,,TUMBLED STONES
1062,"AVENTURINE, RED",AVN,RED,TUMBLED STONES
1063,"AVENTURINE, SILVER",AVN,SILV,TUMBLED STONES
1064,"AVENTURINE, YELLOW",AVN,YLW,TUMBLED STONES
1065,AXINITE,AXN,,TUMBLED STONES
1066,AZEZTULITE,AZE,,TUMBLED STONES
1067,AZURITE,AZU,,TUMBLED STONES
1068,"AZURITE, LAVENDER",AZU,LAV,TUMBLED STONES
1069,BARITE,BAR,,TUMBLED STONES
1070,BERYL ,BRYL,,TUMBLED STONES
1071,"BETA, BLACK",BET,BLK,TUMBLED STONES
1072,BIRD STONE,BRDSTN,,TUMBLED STONES
1073,BLOODSTONE,BLD,,TUMBLED STONES
1074,"BLOODSTONE, AFRICAN",BLD,AFR,TUMBLED STONES
1075,"BLOODSTONE, B",BLD,B,TUMBLED STONES
1076,BRONZITE,BRZ,,TUMBLED STONES
1077,BRONZITE,BRZT,,TUMBLED STONES
1078,BROOKITE,BRK,,TUMBLED STONES
1079,CABACHON,CAB,,TUMBLED STONES
1080,"CACOXENITE, BLACK",CAX,BLK,TUMBLED STONES
1081,CALCITE,CAL,,TUMBLED STONES
1082,"CALCITE, AMBER",CAL,AMB,TUMBLED STONES
1083,"CALCITE, AMBER OPTICAL",CAL,AMBOPT,TUMBLED STONES
1084,"CALCITE, ARGENTIAN BLUE",CAL,AGBLU,TUMBLED STONES
1085,"CALCITE, BLUE",CAL,BLU,TUMBLED STONES
1086,"CALCITE, CITRINE",CAL,CIT,TUMBLED STONES
1087,"CALCITE, COBALTO",CAL,COB,TUMBLED STONES
1088,"CALCITE, HONEY",CAL,HON,TUMBLED STONES
1089,"CALCITE, ICE CUBE",CAL,ICE,TUMBLED STONES
1090,"CALCITE, LEMURIAN BLUE",CAL,LEMBLU,TUMBLED STONES
1091,"CALCITE, MANGANO ",CAL,MNG,TUMBLED STONES
1092,"CALCITE, OPTICAL",CAL,OPT,TUMBLED STONES
1093,"CALCITE, ORANGE",CAL,ORN,TUMBLED STONES
1094,"CALCITE, ORCHID",CAL,ORCH,TUMBLED STONES
1095,"CALCITE, PAKISTANI PINK",CAL,PKSPNK,TUMBLED STONES
1096,"CALCITE, PINK",CAL,PNK,TUMBLED STONES
1097,CANCRONITE,CNR,,TUMBLED STONES
1098,CARNELIAN ,CRN,,TUMBLED STONES
1099,"CARNELIAN, BOTS. ",CRN,BOTS,TUMBLED STONES
1100,CAT'S EYE,CTS,EYE,TUMBLED STONES
1101,CAT'S EYE CHRYSOBERYL,CRY,CTS,TUMBLED STONES
1102,CAVANSITE,CAVN,,TUMBLED STONES
1103,CELESTITE,CLE,,TUMBLED STONES
1104,CERULTIE,CER,,TUMBLED STONES
1105,CHALCEDONY,CHAL,,TUMBLED STONES
1106,"CHALCEDONY, GRAPE",CHAL,GRP,TUMBLED STONES
1107,CHAROITE,CHR,,TUMBLED STONES
1108,CHIASTOLITE,CHI,,TUMBLED STONES
1109,CHRYSANTHEMUM,CHRYS,,TUMBLED STONES
1110,CHRYSOBERYL/CHRYSOLITE,CRY,,TUMBLED STONES
1111,CHRYSOCOLLA,CRS,,TUMBLED STONES
1112,"CHRYSOCOLLA, B",CRS,,TUMBLED STONES
1113,"CHRYSOCOLLA, C",CRS,C,TUMBLED STONES
1114,CHRYSOPRASE,CRSP,,TUMBLED STONES
1115,"CHRYSOPRASE,CHINA",CRSP,CHN,TUMBLED STONES
1116,CIDERITE,CIDR,,TUMBLED STONES
1117,"CIDERITE, YUKON",CIDR,YUK,TUMBLED STONES
1118,CITRINE,CIT,,TUMBLED STONES
1119,"CITRINE, AFRICAN",CIT,AFR,TUMBLED STONES
1120,"CITRINE, B",CIT,B,TUMBLED STONES
1121,"CITRINE, COGNAC",CIT,COG,TUMBLED STONES
1122,"CITRINE, HYDRO",CIT,HYD,TUMBLED STONES
1123,"CITRINE, INDIAN",CIT,IND,TUMBLED STONES
1124,"CITRINE, LEMURIAN",CIT,LEM,TUMBLED STONES
1125,"CITRINE, SMOKY",CIT,SMK,TUMBLED STONES
1126,"CITRINE, ZEBRA",CIT,ZEB,TUMBLED STONES
1127,CLINOHUMITE,CLNO,,TUMBLED STONES
1128,COPPER,COPR,,TUMBLED STONES
1129,"CORAL, RED",CRL,RDD,TUMBLED STONES
1130,CRADLE OF HUMANKIND,COHK,,TUMBLED STONES
1131,CRYSTAL,CRYS,,TUMBLED STONES
1132,CUPRITE,CUP,,TUMBLED STONES
1133,DALMATION,DAL,,TUMBLED STONES
1134,DANBURITE,DNB,,TUMBLED STONES
1135,"DANBURITE, GOLD",DNB,GLD,TUMBLED STONES
1136,DIAMOND,DMD,,TUMBLED STONES
1137,"DIAMOND, HERKIMER",DMD,HRK,TUMBLED STONES
1138,DIOPSIDE,DPS,,TUMBLED STONES
1139,DIOPTASE,DPT,,TUMBLED STONES
1140,DRAGONSTONE,DRG,,TUMBLED STONES
1141,DRAVITE,DRV,,TUMBLED STONES
1142,DUMORTIERITE,DUMT,,TUMBLED STONES
1143,EMERALD,EMRD,,TUMBLED STONES
1144,EPIDOTE,EPD,,TUMBLED STONES
1145,EUDIALYTE,EUD,,TUMBLED STONES
1146,FACETED STONE,FACTD,STNE,TUMBLED STONES
1147,"FELDSPAR, SILVER",FELD,SLV,TUMBLED STONES
1148,FLUORITE,FLU,,TUMBLED STONES
1149,"FLUORITE, CHINA",FLU,CHN,TUMBLED STONES
1150,"FLUORITE, INDIGO",FLU,IND,TUMBLED STONES
1151,"FLUORITE, PINK",FLU,PNK,TUMBLED STONES
1152,"FLUORITE, PURPLE ",FLU,PUR,TUMBLED STONES
1153,"FLUORITE, RAINBOW ",FLU,RNB,TUMBLED STONES
1154,"FLUORITE, TEAL",FLU,TLE,TUMBLED STONES
1155,"FLUORITE, YELLOW ",FLU,YLW,TUMBLED STONES
1156,"FOSSIL, CRINOID",FSL,CRI,TUMBLED STONES
1157,"FOSSIL, SEASHELL",FSL,SSHL,TUMBLED STONES
1158,FUCHSITE,FUCTE,,TUMBLED STONES
1159,GALAXITE,GLX,,TUMBLED STONES
1160,GARNET,GARN,,TUMBLED STONES
1161,GARNET IN MATRIX,GARN,MTX,TUMBLED STONES
1162,"GARNET, ALMANDINE",GARN,ALM,TUMBLED STONES
1163,"GARNET, BLACK (ALSO CALLED MELANITE)",GARN,MEL,TUMBLED STONES
1164,"GARNET, CINNAMON (HESSONITE)",GARN,HES,TUMBLED STONES
1165,"GARNET, GREEN",GARN,GRN,TUMBLED STONES
1166,"GARNET, GREEN/ GROSSULARITE",GARN,GRS,TUMBLED STONES
1167,"GARNET, GREEN/ UVAROVITE",GARN,UVA,TUMBLED STONES
1168,"GARNET, ORANGE",GARN,ORG,TUMBLED STONES
1169,"GARNET, RUBELlITE",GARN,RUB,TUMBLED STONES
1170,GARNIERITE,GAR,,TUMBLED STONES
1171,GENERATOR,GEN,,TUMBLED STONES
1172,GIRASOL,GIR,,TUMBLED STONES
1173,GLASS,GLSS,,TUMBLED STONES
1174,GOETHITE,GOE,,TUMBLED STONES
1175,"GOLDSTONE, ORANGE",GLDST,ORN,TUMBLED STONES
1176,GOSHENITE,GHS,,TUMBLED STONES
1177,GRANDIDIERITE,GRDRTE,,TUMBLED STONES
1178,GUA SHA,GUA,,TUMBLED STONES
1179,HEALERS GOLD,HEAL,GLDN,TUMBLED STONES
1180,HEAMATOID,HMT,,TUMBLED STONES
1181,HELIODOR,HEL,,TUMBLED STONES
1182,HEMATITE,HEM,,TUMBLED STONES
1183,"HEMATITE, MD",HEM,MD,TUMBLED STONES
1184,HEMIMORPHITE,HEMI,,TUMBLED STONES
1185,"HEMIMORPHITE, BLUE",HEMI,BLU,TUMBLED STONES
1186,HERDERITE,HRD,,TUMBLED STONES
1187,HERKIMER,HER,,TUMBLED STONES
1188,"HESSONITE, ORANGE",HES,ORG,TUMBLED STONES
1189,HEULANDITE,HEU,,TUMBLED STONES
1190,"HEULANDITE, GREEN",HEU,GRN,TUMBLED STONES
1191,HIMALAYAN SALT,HYM,SLT,TUMBLED STONES
1192,HOWLITE,HOW,,TUMBLED STONES
1193,HYALITE,HYA,,TUMBLED STONES
1194,HYPERSTHENE,HYP,,TUMBLED STONES
1195,IDOCRASE (VESUVIANITE) (VASONITE),IDO,,TUMBLED STONES
1196,INFINITE,INF,,TUMBLED STONES
1197,IOLITE (CORDIERITE),ILI,,TUMBLED STONES
1198,JADE,JDE,,TUMBLED STONES
1199,"JADE, AFRICAN",JDE,AFR,TUMBLED STONES
1200,"JADE, MARBLED",JDE,MARB,TUMBLED STONES
1201,"JADE, YELLOW",JDE,YLW,TUMBLED STONES
1202,JASPER,JSP,,TUMBLED STONES
1203,"JASPER, BLOODSTONE",JSP,BLD,TUMBLED STONES
1204,"JASPER, BRECCIATED",JSP,BRC,TUMBLED STONES
1205,"JASPER, BUMBLEBEE",JSP,BMB,TUMBLED STONES
1206,"JASPER, GREEN",JSP,GRN,TUMBLED STONES
1207,"JASPER, IBIS",JSP,IBS,TUMBLED STONES
1208,"JASPER, KAMBABA (CROCODILE JASPER)",JSP,KMB,TUMBLED STONES
1209,"JASPER, LEOPARDSKIN",JSP,LEO,TUMBLED STONES
1210,"JASPER, MOOKAITE",JSP,MOK,TUMBLED STONES
1211,"JASPER, NET",JSP,NET,TUMBLED STONES
1212,"JASPER, NOREENA",JSP,NOR,TUMBLED STONES
1213,"JASPER, OCEAN",JSP,OCN,TUMBLED STONES
1214,"JASPER, PICASSO",JSP,PIC,TUMBLED STONES
1215,"JASPER, PICTURE",JSP,PTR,TUMBLED STONES
1216,"JASPER, RAINBOW",JSP,RNBW,TUMBLED STONES
1217,"JASPER, RAINFOREST",JSP,RNF,TUMBLED STONES
1218,"JASPER, RED",JSP,RED,TUMBLED STONES
1219,"JASPER, RHYOLITE",JSP,RHY,TUMBLED STONES
1220,"JASPER, SANSKRIT",JSP,SNSK,TUMBLED STONES
1221,"JASPER, SARDONYX",JSP,SRD,TUMBLED STONES
1222,"JASPER, SILVERLEAF",JSP,SLV,TUMBLED STONES
1223,"JASPER, STAR",JSP,STR,TUMBLED STONES
1224,"JASPER, UNAKITE",JSP,UNK,TUMBLED STONES
1225,"JASPER, YELLOW",JSP,YLW,TUMBLED STONES
1226,"JASPER, ZEBRA",JSP,ZEB,TUMBLED STONES
1227,JEREMEJEVITE,JRM,,TUMBLED STONES
1228,JET,JTT,,TUMBLED STONES
1229,KAMMERERITE,KAM,,TUMBLED STONES
1230,KUNZITE,KNZ,,TUMBLED STONES
1231,KUNZITE (ALSO CALLED HIDDENITE),KNZ,GRN,TUMBLED STONES
1232,KYANITE,KYN,,TUMBLED STONES
1233,"KYANITE, BLACK",KYN,BLK,TUMBLED STONES
1234,"KYANITE, BLUE",KYN,BLU,TUMBLED STONES
1235,"KYANITE, GREEN ",KYN,GRN,TUMBLED STONES
1236,"KYANITE, ORANGE",KYN,ORG,TUMBLED STONES
1237,"KYANITE, RUBY",KYN,RBY,TUMBLED STONES
1238,LABRADORITE,LAB,,TUMBLED STONES
1239,LAMROPHYLLITE,LAM,,TUMBLED STONES
1240,LAPIS,LAP,,TUMBLED STONES
1241,LAPIS LAZULI,LAP,LAZ,TUMBLED STONES
1242,LARIMAR,LAR,,TUMBLED STONES
1243,LARVIKITE,LRV,,TUMBLED STONES
1244,LAVA STONE,LAV,,TUMBLED STONES
1245,LAZURITE,LAZT,,TUMBLED STONES
1246,LEMURIAN ROOT CRYSTALS,LEM,RTCRYS,TUMBLED STONES
1247,LEPIDOCROCITE,LPD,,TUMBLED STONES
1248,LEPIDOLITE ,LEP,,TUMBLED STONES
1249,"LEPIDOLITE, CHINA",LEP,CHN,TUMBLED STONES
1250,"LEPIDOLITE, MUSHROOM (BUBBLE)",LEP,MUS,TUMBLED STONES
1251,LIBYAN DESERT GLASS,LBYN,GLSS,TUMBLED STONES
1252,LIMONITE,LIM,,TUMBLED STONES
1253,LODESTONE,LOD,,TUMBLED STONES
1254,"MAGNESITE, IVORY",MAG,IVY,TUMBLED STONES
1255,MALACHITE,MAL,,TUMBLED STONES
1256,"MALACHITE, STALAKTITE",MAL,STA,TUMBLED STONES
1257,MALACUPRACOLLA,MCC,,TUMBLED STONES
1258,MANDALA,MNDL,,TUMBLED STONES
1259,MARBLED PICASSO,MRPC,,TUMBLED STONES
1260,MARCASITE,MCSTE,,TUMBLED STONES
1261,MERLINITE (CHALCEDONY, INDIGO GABRO),MRL,TUMBLED STONES
1262,MICA,MIC,,TUMBLED STONES
1263,MIMETITE,MIM,,TUMBLED STONES
1264,MIXED STONES,MXS,,TUMBLED STONES
1265,MOLDAVITE,MLD,,TUMBLED STONES
1266,MONTEBRASITE,MNT,,TUMBLED STONES
1267,MOOKAITE,MOOK,,TUMBLED STONES
1268,MOONSTONE,MON,,TUMBLED STONES
1269,"MOONSTONE, B",MON,B,TUMBLED STONES
1270,"MOONSTONE, PEACH",MON,PCH,TUMBLED STONES
1271,"MOONSTONE, RAINBOW",MON,RNB,TUMBLED STONES
1272,"MOONSTONE, SILVER FLASH",MON,SLV,TUMBLED STONES
1273,MORGANITE,MRG,,TUMBLED STONES
1274,MOTHER OF PEARL,MOP,,TUMBLED STONES
1275,MTOROLITE,MTO,,TUMBLED STONES
1276,MUGGLESTONE,MGL,,TUMBLED STONES
1277,NATROLITE,NAT,,TUMBLED STONES
1278,NELLITE,NEL,,TUMBLED STONES
1279,NUUMMITE ,NUM,,TUMBLED STONES
1280,OBSIDIAN,OBS,,TUMBLED STONES
1281,"OBSIDIAN, BLACK",OBS,BLK,TUMBLED STONES
1282,"OBSIDIAN, BLUE",OBS,BLU,TUMBLED STONES
1283,"OBSIDIAN, GOLDEN SHEEN",OBS,GLD,TUMBLED STONES
1284,"OBSIDIAN, GREEN",OBS,GRN,TUMBLED STONES
1285,"OBSIDIAN, MAHOGANY",OBS,MHGY,TUMBLED STONES
1286,"OBSIDIAN, RAINBOW ",OBS,RNB,TUMBLED STONES
1287,"OBSIDIAN, SILVER SHEEN ",OBS,SLV,TUMBLED STONES
1288,"OBSIDIAN, SNOWFLAKE",OBS,SNWFLK,TUMBLED STONES
1289,"OBSIDIAN, SNOWFLAKE MD",OBS,SNWMD,TUMBLED STONES
1290,OKENITE,OKE,,TUMBLED STONES
1291,ONYX,ONX,,TUMBLED STONES
1292,"ONYX, AQUA",ONX,AQU,TUMBLED STONES
1293,"ONYX, AQUA AND ROSE",ONX,AQURSE,TUMBLED STONES
1294,"ONYX, BLUE (LEMURIAN BLUE ONYX)",ONX,LEMBLU,TUMBLED STONES
1295,"ONYX, BLUE AQUA",ONX,BLU,TUMBLED STONES
1296,"ONYX, GREEN/BLACK",ONX,GRNBLK,TUMBLED STONES
1297,"ONYX, ORANGE",ONX,ORG,TUMBLED STONES
1298,"ONYX, PINK BANDED",ONX,PNK,TUMBLED STONES
1299,"ONYX, ROSE",ONX,RSE,TUMBLED STONES
1300,"ONYX, RUSTIC",ONX,RUST,TUMBLED STONES
1301,"ONYX, RUSTIC AQUA",ONX,RSTAQU,TUMBLED STONES
1302,"ONYX, WHITE SAND",ONX,WHTSND,TUMBLED STONES
1303,OPAL,OPL,,TUMBLED STONES
1304,"OPAL, GREEN",OPL,GRN,TUMBLED STONES
1305,"OPAL, MEXICAN FIRE",OPL,FIR,TUMBLED STONES
1306,"OPAL, PINK",OPL,PNK,TUMBLED STONES
1307,"OPAL, PINTADE",OPL,PNDE,TUMBLED STONES
1308,"OPAL, YELLOW",OPL,YLW,TUMBLED STONES
1309,OPALITE,OPLT,,TUMBLED STONES
1310,"ORE, PEACOCK",PCK,,TUMBLED STONES
1311,ORPIMENT,ORP,,TUMBLED STONES
1312,OSUMILITE,OSML,,TUMBLED STONES
1313,PEARL,PRL,,TUMBLED STONES
1314,PERIDOT,PER,,TUMBLED STONES
1315,PETALITE,PTA,,TUMBLED STONES
1316,"PETALITE, PINK",PTA,PNK,TUMBLED STONES
1317,PETRIFIED PALM ROOT,PET,PLM,TUMBLED STONES
1318,PETRIFIED WOOD,PET,,TUMBLED STONES
1319,"PETRIFIED WOOD, MADAGASCAR",PET,MADG,TUMBLED STONES
1320,"PETRIFIED WOOD, PINK",PTWD,PNK,TUMBLED STONES
1321,PHENAKITE (PHENACITE),PHN,,TUMBLED STONES
1322,PHOENIX,PHX,,TUMBLED STONES
1323,PIETERSITE,PRT,,TUMBLED STONES
1324,"PIETERSITE, BLUE",PRT,BLU,TUMBLED STONES
1325,PINOLITH,PINO,,TUMBLED STONES
1326,POCKET ANGEL,ANG,PCKT,TUMBLED STONES
1327,PRASIOLITE,PRS,,TUMBLED STONES
1328,"PRASIOLITE, YELLOW",PRS,YLW,TUMBLED STONES
1329,PREHNITE,PRE,,TUMBLED STONES
1330,PREHNITE WITH EPIDOTE,PRE,EPD,TUMBLED STONES
1331,PRESELI BLUESTONE,PRSBLU,,TUMBLED STONES
1332,"PRESELI, STONEHENGE",PRS,STNH,TUMBLED STONES
1333,PSILOMELANE,PSL,,TUMBLED STONES
1334,PYRITE,PYRT,,TUMBLED STONES
1335,QUANTUM OTTO,QNT,OTT,TUMBLED STONES
1336,QUARTZ,QTZ,,TUMBLED STONES
1337,"QUARTZ, AMPHIBOLE",QTZ,AMP,TUMBLED STONES
1338,"QUARTZ, AQUA AURA",QTZ,AQA,TUMBLED STONES
1339,"QUARTZ, AURA",QTZ,AURA,TUMBLED STONES
1340,"QUARTZ, BLUE",QTZ,BLU,TUMBLED STONES
1341,"QUARTZ, BLUE",QTZ,BLU,TUMBLED STONES
1342,"QUARTZ, BLUE SMOKE",QTZ,BLSMK,TUMBLED STONES
1343,"QUARTZ, CITRINE",QTZ,CIT,TUMBLED STONES
1344,"QUARTZ, CITRINE B",QTZ,CITB,TUMBLED STONES
1345,"QUARTZ, CLEAR",QTZ,CLR,TUMBLED STONES
1346,"QUARTZ, ELESTIAL",QTZ,ELE,TUMBLED STONES
1347,"QUARTZ, FADEN",QTZ,FAD,TUMBLED STONES
1348,"QUARTZ, FENSTER",QTZ,FEN,TUMBLED STONES
1349,"QUARTZ, FIRE ELESTIAL",QTZ,FIRELE,TUMBLED STONES
1350,"QUARTZ, GARDEN (SHAMAN'S DREAM STONE; LODOLITE)",QTZ,SHM,TUMBLED STONES
1351,"QUARTZ, GOLDEN HEALER",QTZ,GLDHLR,TUMBLED STONES
1352,"QUARTZ, GREEN",QTZ,GRN,TUMBLED STONES
1353,"QUARTZ, HEMATOID",QTZ,HEM,TUMBLED STONES
1354,"QUARTZ, HIMALAYAN ",QTZ,HMLY,TUMBLED STONES
1355,"QUARTZ, LAVENDER ROSE",QTZ,LAVRSE,TUMBLED STONES
1356,"QUARTZ, LEMURIAN",QTZ,LEM,TUMBLED STONES
1357,"QUARTZ, LEMURIAN LIGHT",QTZ,LEMLIT,TUMBLED STONES
1358,"QUARTZ, LEMURIAN RED",QTZ,LEMRD,TUMBLED STONES
1359,"QUARTZ, LITHIUM",QTZ,LIT,TUMBLED STONES
1360,"QUARTZ, NIRVANA",QTZ,NRV,TUMBLED STONES
1361,"QUARTZ, OPAL AURA (ANGEL AURA)",QTZ,OPLAUR,TUMBLED STONES
1362,"QUARTZ, ORANGE OMBRE",QTZ,ORGOM,TUMBLED STONES
1363,"QUARTZ, PETROLEUM",QTZ,PETR,TUMBLED STONES
1364,"QUARTZ, PINK",QTZ,PNK,TUMBLED STONES
1365,"QUARTZ, RED HEMATOID",QTZ,REDHEM,TUMBLED STONES
1366,"QUARTZ, ROSE",QTZ,RSE,TUMBLED STONES
1367,"QUARTZ, RUTILATED",QTZ,RUT,TUMBLED STONES
1368,"QUARTZ, SATYALOKA",QTZ,SAT,TUMBLED STONES
1369,"QUARTZ, SCEPTER",QTZ,SPT,TUMBLED STONES
1370,"QUARTZ, SMOKY",QTZ,SMK,TUMBLED STONES
1371,"QUARTZ, STRAWBERRY",QTZ,STR,TUMBLED STONES
1372,"QUARTZ, SULFUR",QTZ,SLF,TUMBLED STONES
1373,"QUARTZ, SUNSET AURA",QTZ,SST-ARA,TUMBLED STONES
1374,"QUARTZ, TANGERINE",QTZ,TNG,TUMBLED STONES
1375,"QUARTZ, TIBETAN",QTZ,TBT,TUMBLED STONES
1376,"QUARTZ, TOURMALINATED",QTZ,TRM,TUMBLED STONES
1377,"QUARTZ, TOURMALINATED AURA",QTZ,TRM-ARA,TUMBLED STONES
1378,"QUARTZ, WATER",QTZ,WTR,TUMBLED STONES
1379,"QUARTZ, WHITE",QTZ,WHT,TUMBLED STONES
1380,"QUARTZ, YELLOW HEMATOID",QTZ,YLWHEM,TUMBLED STONES
1381,QUE SERA,QSR,,TUMBLED STONES
1382,RHODOCHROSITE,RHO,,TUMBLED STONES
1383,"RHODOCHROSITE, BROWN",RHO,BRN,TUMBLED STONES
1384,RHODONITE,RHDN,,TUMBLED STONES
1385,"RHODONITE, CANADA",RHDN,CAN,TUMBLED STONES
1386,RHYOLITE,RHI,,TUMBLED STONES
1387,"RHYOLITE, RAINFOREST",RHI,RAIN,TUMBLED STONES
1388,ROCK CRYSTAL,RCK,,TUMBLED STONES
1389,ROSASITE ,RSA,,TUMBLED STONES
1390,ROSEWOOD,RSWD,,TUMBLED STONES
1391,RUBELLITE,RBL,,TUMBLED STONES
1392,RUBY,RBY,,TUMBLED STONES
1393,"RUBY, CORUNDUM",RBY,CRN,TUMBLED STONES
1394,"RUBY, FELDSPAR",RBY,FELD,TUMBLED STONES
1395,"RUBY, FUCHSITE",RBY,FUC,TUMBLED STONES
1396,"SANDSTONE, GOLD",SSTN,GLD,TUMBLED STONES
1397,SAPPHIRE,SAP,,TUMBLED STONES
1398,"SAPPHIRE, BLACK",SAP,BLK,TUMBLED STONES
1399,"SAPPHIRE, BLUE",SAP,BLU,TUMBLED STONES
1400,"SAPPHIRE, YELLOW",SAP,YLW,TUMBLED STONES
1401,SARDONYX,SRD,,TUMBLED STONES
1402,SAUSSURITE ,SAU,,TUMBLED STONES
1403,SCAPOLITE,SCA,,TUMBLED STONES
1404,"SCAPOLITE, GOLDEN",SCA,GLD,TUMBLED STONES
1405,"SCAPOLITE, PURPLE",SCA,PUR,TUMBLED STONES
1406,SCOLECITE,SCL,,TUMBLED STONES
1407,SELENITE,SEL,,TUMBLED STONES
1408,"SELENITE, ORANGE",SEL,ONG,TUMBLED STONES
1409,SEPTARIA,SEPT,,TUMBLED STONES
1410,SERAPHINITE,SRA,,TUMBLED STONES
1411,SERPENTINE,SRP,,TUMBLED STONES
1412,"SERPENTINE, PINK",SRP,PNK,TUMBLED STONES
1413,SHATTUKITE,SHT,,TUMBLED STONES
1414,SHIVA LINGAM,SHV,LNG,TUMBLED STONES
1415,"SHRILING GLASS, GREEN",SHGLS,GRN,TUMBLED STONES
1416,SHUNGITE,SNG,,TUMBLED STONES
1417,"SHUNGITE, ELITE",SNG,ELT,TUMBLED STONES
1418,"SINGLE TERMINATE, WAND",STW,,TUMBLED STONES
1419,SMAMATITE,SHM,,TUMBLED STONES
1420,SMITHSONITE,SMT,,TUMBLED STONES
1421,SODALITE,SDA,,TUMBLED STONES
1422,"SODALITE, SUNSET",SDA,SUN,TUMBLED STONES
1423,SPHALERITE,SPH,,TUMBLED STONES
1424,SPHERE,SPHR,,TUMBLED STONES
1425,SPINEL,SPN,,TUMBLED STONES
1426,STICHTITE,STC,,TUMBLED STONES
1427,STILBITE,STB,,TUMBLED STONES
1428,"STONE, GREEN SPOT",STN,GRSP,TUMBLED STONES
1429,"STONE, RED LINE",STN,RDLN,TUMBLED STONES
1430,"STROMATOLITE, CHINA",STRM,CHN,TUMBLED STONES
1431,SUGILITE,SUG,,TUMBLED STONES
1432,SUNSTONE,SST,,TUMBLED STONES
1433,"SUNSTONE, ILLUSION",SST,ILU,TUMBLED STONES
1434,SUPER 7 (MELODY'S STONE),SUP7,,TUMBLED STONES
1435,TANZANITE,TNZ,,TUMBLED STONES
1436,TEKTITE,TKT,,TUMBLED STONES
1437,"TEKTITE, LIBYAN GOLD",TKT,LIB,TUMBLED STONES
1438,TERAHERTZ,THRZ,,TUMBLED STONES
1439,TETRAHEDRON,TTHDRN,,TUMBLED STONES
1440,THULITE,THU,,TUMBLED STONES
