id,name,sku,variable,category_id
2321,"WICK, PRETABBED TEALIGHT",WCK,TLGHT,PACKAGING
2322,BLACK  SAGE,BLK,SGE,PERFUMERY
2323,BLACK CAT,BLKCAT,,PERFUMERY
2324,BLACK MAGIC,BLK,MAG,PERFUMERY
2325,BLACK ROSE,BLK,,PERFUMERY
2326,BLOODSTONE,BLD,,PERFUMERY
2327,BLUE MOON,BLU,MOON,PERFUMERY
2328,BLUE ROOM,BLU,ROOM,PERFUMERY
2329,BOHEMIA,BOH,,PERFUMERY
2330,BONFIRE,BNFR,,PERFUMERY
2331,BREATHE EASY,BEZ,,PERFUMERY
2332,BRIGIT,BRIG,,PERFUMERY
2333,BURN OUT RELIEF OIL ,BURN,RLF,PERFUMERY
2334,BUTTERED RUM,BTTR,RUM,PERFUMERY
2335,CLAIRSENTIENCE,CLRSTN,,PERFUMERY
2336,CLOSE,CLS,,PERFUMERY
2337,COATLICUE,CTLC,,PERFUMERY
2338,COCOA KISSES,COCO,KSS,PERFUMERY
2339,COLOGNE,CLGN,,PERFUMERY
2340,COMPASSION,CMPSN,,PERFUMERY
2341,CORA,COR,,PERFUMERY
2342,CORONA,CRNA,,PERFUMERY
2343,CRAVE,CRAVE,,PERFUMERY
2344,DANU,DANU,,PERFUMERY
2345,DATORA,DTRA,,PERFUMERY
2346,DAY,DAY,,PERFUMERY
2347,DEATH,DTH,,PERFUMERY
2348,DELPHI,DLPH,,PERFUMERY
2349,DEMETER & PERSEPHONE EMBODIMENT,DMPS,EMBOD,PERFUMERY
2350,DESCEND,DSCN,,PERFUMERY
2351,DESERT ROSE,DSRT,RSE,PERFUMERY
2352,DEVI,DEVI,,PERFUMERY
2353,DIAL,DIAL,,PERFUMERY
2354,DIRTY DONUT,DRTY,DNT,PERFUMERY
2355,DIRTY GODDESS,DRTY,GDSS,PERFUMERY
2356,DIRTY NAUGHTY HIPPIE,DRTNT,HIP,PERFUMERY
2357,DIRTY PATCHOULY,FDRT,PTCH,PERFUMERY
2358,DIRTY PERSEPHONE,DRTY,PERS,PERFUMERY
2359,DREAM,DRM,,PERFUMERY
2360,DREAM RECALL,DRM,RCL,PERFUMERY
2361,EARTH STAR,ERTH,STR,PERFUMERY
2362,EMBODY,EMBD,,PERFUMERY
2363,EMERGENCE,EMER,,PERFUMERY
2364,EMPOWER,EMPW,,PERFUMERY
2365,ENCHANTED,ENCH,,PERFUMERY
2366,EUTHENIA,EUTH,,PERFUMERY
2367,EVOLVE,EVOLV,,PERFUMERY
2368,EXPLORE,EXPL,,PERFUMERY
2369,FAERIE,FAER,,PERFUMERY
2370,FAERIE QUEEN,FAER,QUEN,PERFUMERY
2371,FALL ASLEEP,FALL,SLP,PERFUMERY
2372,FEATHER,FTHR,,PERFUMERY
2373,FESTIVAL OF PROSPERITY,FEST,PROS,PERFUMERY
2374,FIRST HARVEST OPEN,FHAR,OPEN,PERFUMERY
2375,FIRST HARVEST PEACE,FHAR,PEAC,PERFUMERY
2376,FLY,FLY,,PERFUMERY
2377,FORTUNA,FTNA,,PERFUMERY
2378,FOTONI,FTNI,,PERFUMERY
2379,FOUNTAIN OF YOUTH,FTN,YTH,PERFUMERY
2380,FRAGRANCE,FRAG,,PERFUMERY
2381,FREYJA,FRYJ,,PERFUMERY
2382,FRIENDSHIP,FRNSHP,,PERFUMERY
2383,FULL MOON,FLL,MOON,PERFUMERY
2384,HAGALAZ,HGLZ,,PERFUMERY
2385,HALEAKALA,HLKLA,,PERFUMERY
2386,HEALTH ,HLTH,,PERFUMERY
2387,HEALTH AND WEALTH,HEAWEA,,PERFUMERY
2388,HEAVEN,HVN,,PERFUMERY
2389,HITHER,HITH,,PERFUMERY
2390,HOLY SHIFT,HLY,SHFT,PERFUMERY
2391,INSPIRE,INSP,,PERFUMERY
2392,INTEGRATE,INTGRT,,PERFUMERY
2393,INTEGRITY,INTG,,PERFUMERY
2394,INTENSE JASMINE,INTNS,JASM,PERFUMERY
2395,INTENTION OIL,INT,OIL,PERFUMERY
2396,ISHTAR EMBODIMENT,ISHT,EMB,PERFUMERY
2397,JASMINE,JSMNE,,PERFUMERY
2398,KENAZ,KNZ,,PERFUMERY
2399,KICK ASS ,KCKAS,,PERFUMERY
2400,KICK ASS GODDESS,KCKAS,GDSS,PERFUMERY
2401,LAGUZ,LGZ,,PERFUMERY
2402,"LAKSHMI, SONG OF",LAK,SNG,PERFUMERY
2403,LILLITH EMBODIMENT,LILTH,EMB,PERFUMERY
2404,LIQUID FIRE,LIQD,FIRE,PERFUMERY
2405,LIQUID LIGHT,LIQD,LGT,PERFUMERY
2406,LITHA,LTHA,,PERFUMERY
2407,LOVE DRAW,LVDRW,,PERFUMERY
2408,LOVED,LVD,,PERFUMERY
2409,LOWER WORLD,LOWR,,PERFUMERY
2410,LUST,LUST,,PERFUMERY
2411,MA'AT,MAA,,PERFUMERY
2412,MABON,MBN,,PERFUMERY
2413,MADNESS,MAD,,PERFUMERY
2414,MADRE TIERRA,MDRE,TRRA,PERFUMERY
2415,MANDRAKE,MNDRK,,PERFUMERY
2416,MANIFESTATION ,MNFT,,PERFUMERY
2417,MIND MAGIC,MND,MGC,PERFUMERY
2418,MOLDAVITE,MLDV,,PERFUMERY
2419,MORGANA,MRGNA,,PERFUMERY
2420,MORPHEUS,MORP,,PERFUMERY
2421,MOTHER BOTTLE ,MB,,PERFUMERY
2422,MOTHER BOTTLE PURE,MB,PUR,PERFUMERY
2423,NAKED NAG CHAMPA,NAKNAG,CHAM,PERFUMERY
2424,NEROLI,NERO,,PERFUMERY
2425,NEW MOON,NM,,PERFUMERY
2426,NIGHT QUEEN,NTQN,,PERFUMERY
2427,NOCTA,NOCTA,,PERFUMERY
2428,NONA,NON,,PERFUMERY
2429,NORTH STAR,NRTH,STR,PERFUMERY
2430,NUMEROLOGY,NMR,,PERFUMERY
2431,PEARL,PRL,,PERFUMERY
2432,PERIDOT,PRDT,,PERFUMERY
2433,PROSPERITY ,PROSP,,PERFUMERY
2434,PURR,PURR,,PERFUMERY
2435,RAINBOW,RNBW,,PERFUMERY
2436,RAVEN,RAVEN,,PERFUMERY
2437,RENENET,REN,,PERFUMERY
2438,REVE,REVE,,PERFUMERY
2439,SAMHAIN,SAMHN,,PERFUMERY
2440,SANCTUARY,SNCT,,PERFUMERY
2441,SHAMANESS,SHMN,,PERFUMERY
2442,SIDDHARTHA,SIDD,,PERFUMERY
2443,SIMPLE RITUAL,SRTL,,PERFUMERY
2444,SOLAR PRIESTESS,SOL,PRST,PERFUMERY
2445,SONG OF ANAT,SONG,ANAT,PERFUMERY
2446,SORCERESS,SRCRSS,,PERFUMERY
2447,SOULMATES,SL,MTS,PERFUMERY
2448,SPIRIT GUIDE,SPGD,,PERFUMERY
2449,STRAWBERRY MOON,STR,MON,PERFUMERY
2450,TANTRA,TANT,,PERFUMERY
2451,THE MOON,THEMN,,PERFUMERY
2452,TRANQUILIZE ,TRNQ,,PERFUMERY
2453,ULTIMATE SAGE,SAG,ULT,PERFUMERY
2454,UNIVERSAL PEACE ,UNIV,PEAC,PERFUMERY
2455,VESTA,VESTA,,PERFUMERY
2456,VOX,VOX,,PERFUMERY
2457,WATER GATEWAY,WTR,GTWY,PERFUMERY
2458,WHEEL OF,WHL,FRTN,PERFUMERY
2459,WITCH,WTCH,,PERFUMERY
2460,WITCHY WOMAN,WTCH,WMN,PERFUMERY
2461,WOLF,WLF,,PERFUMERY
2462,"FRAGRANCE OIL, CYCLAMEN ALDEHYDE",FROIL,DAHNL,RAW MATERIAL
2463,"FRAGRANCE OIL, DAHNUL OUD",FROIL,DIRT,RAW MATERIAL
2464,"FRAGRANCE OIL, DIRT",FROIL,DRFTW,RAW MATERIAL
2465,"FRAGRANCE OIL, DRIFTWOOD",FROIL,EGYPA,RAW MATERIAL
2466,"FRAGRANCE OIL, EGYPTIAN AMBER",FROIL,EGYMSK,RAW MATERIAL
2467,"FRAGRANCE OIL, EGYPTIAN MUSK SF",FROIL,ELDER,RAW MATERIAL
2468,"FRAGRANCE OIL, ELDER FLOWER ABS",FROIL,FENGS,RAW MATERIAL
2469,"FRAGRANCE OIL, FENG SHUI WATER",FROIL,FENU,RAW MATERIAL
2470,"FRAGRANCE OIL, FENUGREEK CO2",FROIL,FERN,RAW MATERIAL
2471,"FRAGRANCE OIL, FERN",FROIL,FIGT,RAW MATERIAL
2472,"FRAGRANCE OIL, FIG TREE",FROIL,FRKCNS,RAW MATERIAL
2473,"FRAGRANCE OIL, FRANKINCENSE",FROIL,FRKMYR,RAW MATERIAL
2474,"FRAGRANCE OIL, FRANKINCENSE - MYRRH",FROIL,FRKNGL,RAW MATERIAL
2475,"FRAGRANCE OIL, FRANKINCENSE NEGLECTA",FROIL,FRNKSM,RAW MATERIAL
2476,"FRAGRANCE OIL, FRANKINCENSE SOMALIA",FROIL,GARD,RAW MATERIAL
2477,"FRAGRANCE OIL, GARDENIA",FROIL,GRDTUB,RAW MATERIAL
2478,"FRAGRANCE OIL, GARDENIA TUBEROSE",FROIL,GENT,RAW MATERIAL
2479,"FRAGRANCE OIL, GENTIAN ABS",FROIL,GLDMSK,RAW MATERIAL
2480,"FRAGRANCE OIL, GOLD MUSK",FROIL,GLSAH,RAW MATERIAL
2481,"FRAGRANCE OIL, GOLDEN SAHARA",FROIL,GRNTEA,RAW MATERIAL
2482,"FRAGRANCE OIL, GREEN TEA",FROIL,GUCWD,RAW MATERIAL
2483,"FRAGRANCE OIL, GUAIAC WOOD",FROIL,GLHNA,RAW MATERIAL
2484,"FRAGRANCE OIL, GULHINA SUPREME ATTAR",FROIL,HRVMN,RAW MATERIAL
2485,"FRAGRANCE OIL, HARVEST MOON ",FROIL,HAYABS,RAW MATERIAL
2486,"FRAGRANCE OIL, HAY ABS 30",FROIL,HOTAPL,RAW MATERIAL
2487,"FRAGRANCE OIL, HOT APPLE PIE",FROIL,JPCB,RAW MATERIAL
2488,"FRAGRANCE OIL, JAPANESE CHERRY BLSM",FROIL,JONQL,RAW MATERIAL
2489,"FRAGRANCE OIL, JONQUIL SUPREME MELANGE",FROIL,LAVN,RAW MATERIAL
2490,"FRAGRANCE OIL, LAVENDER",FROIL,LMN,RAW MATERIAL
2491,"FRAGRANCE OIL, LEMON",FROIL,LIATR,RAW MATERIAL
2492,"FRAGRANCE OIL, LIATRIS ABS",FROIL,LBRY,RAW MATERIAL
2493,"FRAGRANCE OIL, LIBRARY",FROIL,LILI,RAW MATERIAL
2494,"FRAGRANCE OIL, LILIES",FROIL,LNDBLS,RAW MATERIAL
2495,"FRAGRANCE OIL, LINDEN BLOSSOM ABS",FROIL,LTS,RAW MATERIAL
2496,"FRAGRANCE OIL, LOTUS",FROIL,LOVG,RAW MATERIAL
2497,"FRAGRANCE OIL, LOVAGE ROOT",FROIL,MSTC,RAW MATERIAL
2498,"FRAGRANCE OIL, MASTIC ABS 30",FROIL,MDWFM,RAW MATERIAL
2499,"FRAGRANCE OIL, MEADOWFOAM SEED",FROIL,MNSON,RAW MATERIAL
2500,"FRAGRANCE OIL, MONSOON MAJMUA SUPREME",FROIL,MSHRM,RAW MATERIAL
2501,"FRAGRANCE OIL, MUSHROOM ABS",FROIL,MYRRH,RAW MATERIAL
2502,"FRAGRANCE OIL, MYRRH",FROIL,NRLNE,RAW MATERIAL
2503,"FRAGRANCE OIL, NEROLIONE",FROIL,NTMG,RAW MATERIAL
2504,"FRAGRANCE OIL, NUTMEG ABS",FROIL,PSNFRT,RAW MATERIAL
2505,"FRAGRANCE OIL, PASSIONFRUIT",FROIL,PAT,RAW MATERIAL
2506,"FRAGRANCE OIL, PATCHOULI",FROIL,PETU,RAW MATERIAL
2507,"FRAGRANCE OIL, PETUNIA",FROIL,POME,RAW MATERIAL
2508,"FRAGRANCE OIL, POMEGRANATE II",FROIL,PPLR,RAW MATERIAL
2509,"FRAGRANCE OIL, POPLAR ABS",FROIL,PMKCRM,RAW MATERIAL
2510,"FRAGRANCE OIL, PUMPKIN CARAMEL LATTE",FROIL,PMPGIN,RAW MATERIAL
2511,"FRAGRANCE OIL, PUMPKIN GINGERBREAD",FROIL,RSAMB,RAW MATERIAL
2512,"FRAGRANCE OIL, ROSE AMBER",FROIL,RSMSG,RAW MATERIAL
2513,"FRAGRANCE OIL, ROSEMARY SAGE",FROIL,RHKHS,RAW MATERIAL
2514,"FRAGRANCE OIL, RUH KHUS SUPERIOR ",SFRN,,RAW MATERIAL
2515,"FRAGRANCE OIL, SAFRON",FROIL,SANDW,RAW MATERIAL
2516,"FRAGRANCE OIL, SANDALWOOD",FROIL,SEANC,RAW MATERIAL
2517,"FRAGRANCE OIL, SEANCE",FROIL,HONTONK,RAW MATERIAL
2518,"FRAGRANCE OIL, SPICED HONEY AND TONKA",FROIL,STYRX,RAW MATERIAL
2519,"FRAGRANCE OIL, STYRAX ABS",FROIL,SUGPRL,RAW MATERIAL
2520,"FRAGRANCE OIL, SUGARED PRALINES",FROIL,SBRYLS,RAW MATERIAL
2521,"FRAGRANCE OIL, SWEET BERRYLICIOUS",FROIL,SWGVT,RAW MATERIAL
2522,"FRAGRANCE OIL, SWEET GRASS AND VIOLET",FROIL,TNKOD,RAW MATERIAL
2523,"FRAGRANCE OIL, TONKA AND OUD",FROIL,TUBER,RAW MATERIAL
2524,"FRAGRANCE OIL, TUBEROSE",FROIL,VNLCTN,RAW MATERIAL
2525,"FRAGRANCE OIL, VANILLA COTTON",FROIL,VTVR,RAW MATERIAL
2526,"FRAGRANCE OIL, VETIVER",FROIL,WHTGNG,RAW MATERIAL
2527,"FRAGRANCE OIL, WHITE GINGER LILY",FROIL,WHTMSK,RAW MATERIAL
2528,"FRAGRANCE OIL, WHITE MUSK",FROIL,WHTSG,RAW MATERIAL
2529,"FRAGRANCE OIL, WHITE SAGE ",FROIL,WHTSCT,RAW MATERIAL
2530,"FRAGRANCE OIL, WHITE SAGE AND CITRUS",FROIL,WCHRY,RAW MATERIAL
2531,"FRAGRANCE OIL, WILD CHERRY",FROIL,YLNG,RAW MATERIAL
2532,"FRAGRANCE OIL, YLANG YLANG",FROIL,CHYPR,RAW MATERIAL
2533,"FRANGRANCE OIL, CHYPRE",HELIO,RPLC,RAW MATERIAL
2534,HELITROPIN REPLACER,HERB,AGRM,RAW MATERIAL
2535,"HERB, AGRIMONY",HERB,ASPIC,RAW MATERIAL
2536,"HERB, ALLSPICE (MEXICAN) WHOLE",HERB,ALSPC,RAW MATERIAL
2537,"HERB, ALLSPICE WHOLE",HERB,BURD,RAW MATERIAL
2538,"HERB, BURDOCK ROOT",HERB,CRNSLK,RAW MATERIAL
2539,"HERB, CORNSILK C/S",HERB,CGRSS,RAW MATERIAL
2540,"HERB, COUCH GRASS",HERB,CRFT,RAW MATERIAL
2541,"HERB, CRAFTING",HERB,FMTRY,RAW MATERIAL
2542,"HERB, FUMITORY",HERB,GNGR,RAW MATERIAL
2543,"HERB, GINGER ROOT",HERB,GOTU,RAW MATERIAL
2544,"HERB, GOTU KOLA WILDCRAFTED",HERB,GRVDST,RAW MATERIAL
2545,"HERB, GRAVEYARD DUST",HERB,LMNBLM,RAW MATERIAL
2546,"HERB, LEMON BALM",HERB,LCDR,RAW MATERIAL
2547,"HERB, LUCID DREAMING",HERB,MARJ,RAW MATERIAL
2548,"HERB, MARJORAM",HERB,MTCH,RAW MATERIAL
2549,"HERB, MATCHA",HERB,MUGW,RAW MATERIAL
2550,"HERB, MUGWORT",HERB,MRTL,RAW MATERIAL
2551,"HERB, MYRTLE",HERB,NTL,RAW MATERIAL
2552,"HERB, NETTLE LEAF",HERB,OAKMSS,RAW MATERIAL
2553,"HERB, OAK MOSS",HERB,OLVLF,RAW MATERIAL
2554,"HERB, OLIVE LEAF CUT",HERB,OLVLF,RAW MATERIAL
2555,"HERB, OLIVE LEAF CUT",HERB,CLEVR,RAW MATERIAL
2556,"HERB, ORGANIC CLEAVERS ",HERB,JNPBRY,RAW MATERIAL
2557,"HERB, ORGANIC JUNIPER BERRIES",HERB,VERVN,RAW MATERIAL
2558,"HERB, ORGANIC VERVAIN",HERB,OSHU,RAW MATERIAL
2559,"HERB, OSHUA",HERB,PALOS,RAW MATERIAL
2560,"HERB, PALO SANTO",HERB,PDAB,RAW MATERIAL
2561,"HERB, PAU D' ARCO BARK",HERB,PNY,RAW MATERIAL
2562,"HERB, PEONY",HERB,PMNT,RAW MATERIAL
2563,"HERB, PEPPERMINT",HERB,RSPL,RAW MATERIAL
2564,"HERB, RASPBERRY LEAF",HERB,RSBD,RAW MATERIAL
2565,"HERB, ROSEBUD",HERB,RSMRY,RAW MATERIAL
2566,"HERB, ROSEMARY",HERB,SLFH,RAW MATERIAL
2567,"HERB, SELF HEAL",HERB,SHVT,RAW MATERIAL
2568,"HERB, SHATAVARI ROOT",HERB,SKLLCP,RAW MATERIAL
2569,"HERB, SKULLCAP",HERB,THM,RAW MATERIAL
2570,"HERB, THYME",HERB,VLVTR,RAW MATERIAL
2571,"HERB, VELVETIR",HERB,WHTWIL,RAW MATERIAL
2572,"HERB, WHITE WILLOW BARK",HERB,WRMWD,RAW MATERIAL
2573,"HERB, WORMWOOD",HERB,CAAPI,RAW MATERIAL
2574,"HERB, YELLOW SHREDDED B CAAPI",HERB,YOHMB,RAW MATERIAL
2575,"HERB, YOHIMBE BARK",HNY,,RAW MATERIAL
2576,HONEY,ALC,ISO70,RAW MATERIAL
2577,"ISOPROPYL ALCOHOL, 70%",ALC,ISO91,RAW MATERIAL
2578,"ISOPROPYL ALCOHOL, 91%",LEAF,DMNA,RAW MATERIAL
2579,"LEAF, DAMIANA",LEAF,LTS,RAW MATERIAL
2580,"LEAF, LOTUS",MCA,,RAW MATERIAL
2581,MICA,MOLD,SILCL,RAW MATERIAL
2582,"MOLD, SILICONE LOAF",INC,OUDH,RAW MATERIAL
2583,MUATTAR MUMTAZ BAKHOOR (OUDH),OIL,,RAW MATERIAL
2584,OIL,OIL,HEMP,RAW MATERIAL
2585,"OIL, HEMP",OIL,POMG,RAW MATERIAL
2586,"OIL, POMEGRANATE CARRIER",ROOT,ORGGRP,RAW MATERIAL
2587,OREGON GRAPE ROOT,OUD,LLY,RAW MATERIAL
2588,"OUDH, LILY",OUD,RSE,RAW MATERIAL
2589,"OUDH, ROSE",WAX,PARSOY,RAW MATERIAL
2590,PARAFFIN/SOY BLEND WAX,PEEL,LEM,RAW MATERIAL
2591,"PEEL, LEMON",PGMT,,RAW MATERIAL
2592,PIGMENT,PWD,,RAW MATERIAL
2593,POWDER,PWD,BURD,RAW MATERIAL
2594,"POWDER, BURDOCK ROOT",PWD,DVLCLW,RAW MATERIAL
2595,"POWDER, DEVIL'S CLAW",PWD,FOTI,RAW MATERIAL
2596,"POWDER, FOTI",PWD,HNY,RAW MATERIAL
2597,"POWDER, HONEY",PWD,JDWD,RAW MATERIAL
2598,"POWDER, JAMACIAN DOGWOOD",PWD,MTCH,RAW MATERIAL
2599,"POWDER, MATCHA",PWD,MGWT,RAW MATERIAL
2600,"POWDER, MUGWORT",PWD,NTL,RAW MATERIAL
2601,"POWDER, NETTLE LEAF",PWD,OLV,RAW MATERIAL
2602,"POWDER, OLIVE LEAF",PWD,PMNT,RAW MATERIAL
2603,"POWDER, PEPPERMINT",PWD,RSAN,RAW MATERIAL
2604,"POWDER, RED SANDALWOOD",PWD,TMRC,RAW MATERIAL
2605,"POWDER, TUMERIC",PWD,VTVR,RAW MATERIAL
2606,"POWDER, VETIVER",MSHRM,REISHI,RAW MATERIAL
2607,REISHI MUSHROOM SLICES,RSN,DRGNB,RAW MATERIAL
2608,"RESIN, DRAGONS BLOOD",RSN,FRKCNS,RAW MATERIAL
2609,"RESIN, FRANKINCENSE",RSN,MYR,RAW MATERIAL
2610,"RESIN, MYRRH",RSN,MCOP,RAW MATERIAL
2611,"RESIN, MYSTICAL COPAL",RSN,MYSDRG,RAW MATERIAL
2612,"RESIN, MYSTICAL DRAGON",RSN,OPOP,RAW MATERIAL
2613,"RESIN, OPOPANAX",RSN ,WCOP,RAW MATERIAL
2614,"RESIN, WHITE COPAL",SLT,,RAW MATERIAL
2615,SALT,SLT,SEA,RAW MATERIAL
2616,"SALT, SEA",SRM,OXDNT,RAW MATERIAL
2617,"SERUM, ANTIOXIDANT FACIAL",SRM,WRINKA,RAW MATERIAL
2618,"SERUM, WRINKLE AWAY",SHMP,,RAW MATERIAL
2619,SHAMPOO,SLKS,RECMIX,RAW MATERIAL
2620,"SILK, SARI RECYCLED MIX",SLKS,MIX,RAW MATERIAL
2621,"SILK, SARI RIBBON MIX",SLKS,YRN,RAW MATERIAL
2622,"SILK, SARI RIBBON YARN",SOAP,GOAT,RAW MATERIAL
2623,"SOAP BASE, GRATED REBATCH GOATS MILK",SBLK,SHBTR,RAW MATERIAL
2624,"SOAP BLOCK, SHAE BUTTER",INC,STK,RAW MATERIAL
2625,UNSCENTED INCENSE STICKS,ROOT,VLRN,RAW MATERIAL
2626,VALERIAN ROOT,BLND,VETYV,RAW MATERIAL
2627,VETYVER BLEND 485 EO & FO ,WTR,DEI,RAW MATERIAL
2628,"WATER, DEIONIZED",SAG,WHT,RAW MATERIAL
2629,WHITE SAGE,WIRE,FLRL,RAW MATERIAL
2630,"WIRE, FLORAL ",,,RAW MATERIAL
2633,7CHAKRA,7CHK,,SET (AKA Kits)
2634,ACRYSTAL STRUCTURE - RHOMBOHEDRAL,STRC,RHOM,SET (AKA Kits)
2635,ALL SOULS DAY STONE DUO,ALSLS,DUO,SET (AKA Kits)
2636,ALTAR SET,ALTAR,,SET (AKA Kits)
2637,ATHENAS LIMITED EDITION GEMSTONE CANDY DISH,GSDISH,CANDY,SET (AKA Kits)
2638,BAMBOO TRAY AND STONE SET,BAMB,TRAY,SET (AKA Kits)
2639,BE SEEN AND HEARD,SEEN,HRD,SET (AKA Kits)
2640,BEADED MEDICINE BAG AND HEALING STONE SET,MBG-HEAL,BEAD,SET (AKA Kits)
2641,BEGINNERS DUO: HEALTH,BGDUO,HLTH,SET (AKA Kits)
2642,BEGINNERS DUO: LOVE,BGDUO,LVE,SET (AKA Kits)
2643,BELL,BELL,TLGHT,SET (AKA Kits)
2644,BELTANE GEMSTONE SET,BELT,GMS,SET (AKA Kits)
2645,BLUE MOON,BLU,MOON,SET (AKA Kits)
2646,"BLUE TIGER""S EYE",TGR,EYE,SET (AKA Kits)
2647,CAPRICORN,CPRC,,SET (AKA Kits)
2648,CELTIC NEW YEAR,CLTC,NYR,SET (AKA Kits)
2649,CHAKRA ANGELS,CHK,ANGLS,SET (AKA Kits)
2650,CHAKRA EARTH,CHKR,ERTH,SET (AKA Kits)
2651,CHAKRA GEMSTONE,CHK,GEMS,SET (AKA Kits)
2652,CHAKRA GEMSTONE BASICS,CHKR,BAS,SET (AKA Kits)
2653,CHAKRA HEALING GEMSTONE SET,CHKR,GEMS,SET (AKA Kits)
2654,CHAKRA SKULL,CHKR,SKUL,SET (AKA Kits)
2655,CHRISTMAS STONE TRIO,XMAS,TRIO,SET (AKA Kits)
2656,CLAIR SENSES PERFUME TRIO ,CLRSNS,TRIO,SET (AKA Kits)
2657,CLEAR QUARTZ HEART BOWL & HEART HEALING STONE,BWL,HRT,SET (AKA Kits)
2658,COLORED ABALONE SMUDGE SET,CLRABL,SMDG,SET (AKA Kits)
2659,COPPER BOWL,CPR,BWL,SET (AKA Kits)
2660,CRESCENT MOON,CRST,MN,SET (AKA Kits)
2661,CRYSTAL CANDY DISH,CRYS,CNDSH,SET (AKA Kits)
2662,CRYSTAL DISCOVERY SET,CRYS,DISC,SET (AKA Kits)
2663,CRYSTAL MASTER,CM,,SET (AKA Kits)
2664,CRYSTAL STRUCTURE - HEXAGONAL,STRC,HEX,SET (AKA Kits)
2665,CRYSTAL STRUCTURE - ISOMETRIC,STRC,ISOM,SET (AKA Kits)
2666,CRYSTAL STRUCTURE - MONOCLINIC,STRC,MONO,SET (AKA Kits)
2667,CRYSTAL STRUCTURE - ORTHORHOMBIC,STRC,ORTH,SET (AKA Kits)
2668,CRYSTAL STRUCTURE - TETRAGONAL,STRC,TETR,SET (AKA Kits)
2669,CRYSTAL STRUCTURE - TRICLINIC,STRC,TRIC,SET (AKA Kits)
2670,CRYSTAL STRUCTURE GEMSTONE SET,CRYS,STRC,SET (AKA Kits)
2671,DARK HARVEST FULL MOON ,DRKHRV,FLLMN,SET (AKA Kits)
2672,DIVINE FEMININE,DVFEM,,SET (AKA Kits)
2673,DIVINE FEMININE AND MASCULINE,DFEMA,,SET (AKA Kits)
2674,DIVINE MASCULINE,DVMASC,,SET (AKA Kits)
2675,DIWALI,DWLI,,SET (AKA Kits)
2676,DRAGON DUO,DRAG,DUO,SET (AKA Kits)
2677,DRAGON PERFUME & SHIELD PERFUME DUO,DRAGSH,DUO,SET (AKA Kits)
2678,DREAM JOB,DRM,JOB,SET (AKA Kits)
2679,DUO,DUO,,SET (AKA Kits)
2680,EARTH DAY,EART,DAY,SET (AKA Kits)
2681,ELEMENTAL,ELEM,,SET (AKA Kits)
2682,EMOTIONAL HEALING,EMTL,HEAL,SET (AKA Kits)
2683,FAIRY DUO,FAIR,DUO,SET (AKA Kits)
2684,FEMININE FIRE SOLSTICE,FEMFR,SOL,SET (AKA Kits)
2685,FLOWER OF LIFE,FLWLFE,,SET (AKA Kits)
2686,"FLOWER OF LIFE, CANDLE HOLDER",FLWLFE,CHLD,SET (AKA Kits)
2687,FOTINI PERFUME AND DECORATIVE BOTTLE SET,FOTI,BTL,SET (AKA Kits)
2688,FULL MOON,FM,,SET (AKA Kits)
2689,GEMSETS,GEMSET,,SET (AKA Kits)
2690,"GEMSETS, BEGINNER",GEMSET,BEGN,SET (AKA Kits)
2691,GEMSTONE DUO,GMSTN,DUO,SET (AKA Kits)
2692,GEMSTONE QUAD,GMSTN,QUAD,SET (AKA Kits)
2693,GEMSTONE TRIO,GMSTN,TRIO,SET (AKA Kits)
2694,GRID W/ CHARGING PLATE,GRD,CHG-PLT,SET (AKA Kits)
2695,GRIDS,GRD,,SET (AKA Kits)
2696,GROUNDED COMMUNICATION STACKER BRACELETS,BRAC,STCKR,SET (AKA Kits)
2697,HAMSA PROTECTION GRID,HMSA,GRID,SET (AKA Kits)
2698,HARLEQUIN CERAMIC TRAY AND STONE SET,HARLQ,GEMS,SET (AKA Kits)
2699,HEALING FULL MOON PLATE AND FULL MOON PERFUME AND STONE SET,HEAL,FMOON,SET (AKA Kits)
2700,HEALING GRID,HEAL,GRD,SET (AKA Kits)
2701,HEALING MEDICINE BAG AND PERFUME,HEAL,MEDBAG,SET (AKA Kits)
2702,HEALING TRAY,HEAL,TRY,SET (AKA Kits)
2703,HEXAGON TRAY,HEX,TRY,SET (AKA Kits)
2704,IMBOLC SET,IMB,,SET (AKA Kits)
2705,"IMBOLC SET, GEMSTONES",IMB,GEMS,SET (AKA Kits)
2706,INTUITION WAND MAKING KIT,WANDMK,INTU,SET (AKA Kits)
2707,JASPER PLATE,JSP,PLT,SET (AKA Kits)
2708,LEMURIAN DREAMS,LEM,DRM,SET (AKA Kits)
2709,LIBRA BALANCE OF LIFE ,LIBBAL,LIFE,SET (AKA Kits)
2710,LIONS GATE RITUAL SET,LNSGTE,RITL,SET (AKA Kits)
2711,LOV,ANG,LOV,SET (AKA Kits)
2712,LOVE ALTAR,LOVE,ALTR,SET (AKA Kits)
2713,"MABON, TRIPLE GODDESS",MABN,TRPLGD,SET (AKA Kits)
2714,MANIFESTATION,MNFSTN,,SET (AKA Kits)
2715,MEDICINE BAG AND HEALING STONE SET,MBG-HEAL,BLK,SET (AKA Kits)
2716,MERLINITE WAND AND PERFUME,MERL,WNDPRF,SET (AKA Kits)
2717,MORGANITE AND SCAPOLITE DUO,MRG,SCA,SET (AKA Kits)
